Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
Female,34,2,78,yes,yes,3,2,Sometimes,no,2,no,0,0,no,Automobile,Overweight_Level_II
Male,17,2,95,yes,yes,2,3,Sometimes,no,3,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,33,2,83,yes,yes,2,3,Sometimes,no,3,no,2,0,no,Automobile,Overweight_Level_II
Male,33,2,85,yes,yes,3,3,Sometimes,no,2,no,3,1,no,Automobile,Overweight_Level_II
Female,36,2,83,yes,yes,2,1,Sometimes,no,2,no,1,0,no,Automobile,Overweight_Level_II
Female,20,2,74,yes,no,3,1,Sometimes,no,2,no,2,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,19,2,72,yes,no,3,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,34,2,93,yes,yes,2,2,Sometimes,no,3,no,1,0,Sometimes,Automobile,Overweight_Level_II
Male,23,2,82,yes,yes,3,2,Sometimes,no,3,no,2,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,20,2,79,yes,no,2,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,19,2,78,yes,no,2,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,30,2,94,yes,yes,2,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,27,2,100,yes,yes,3,1,Sometimes,no,1,no,2,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,21,2,83,yes,yes,2,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,33,2,84,yes,yes,2,3,Sometimes,no,2,no,1,0,no,Automobile,Overweight_Level_II
Male,18,2,87,yes,no,3,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,31,2,88,yes,yes,2,1,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,33,2,98,yes,yes,2,3,Sometimes,no,1,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,25,2,88,yes,yes,1,2,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,24,2,86,yes,yes,2,3,Sometimes,no,3,no,0,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,20,2,69,yes,no,2,4,Sometimes,no,1,no,1,1,no,Public_Transportation,Overweight_Level_II
Female,34,2,80,yes,yes,2,3,Sometimes,no,3,no,0,2,no,Automobile,Overweight_Level_II
Female,34,2,77,yes,yes,3,2,Sometimes,no,2,no,1,1,no,Automobile,Overweight_Level_II
Male,23,2,82,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,43,2,87,yes,yes,2,2,Sometimes,no,2,no,1,0,no,Automobile,Overweight_Level_II
Female,45,2,80,yes,yes,3,3,Sometimes,no,1,no,0,0,no,Automobile,Overweight_Level_II
Male,22,2,90,yes,yes,2,2,Sometimes,no,2,no,0,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,21,2,80,yes,yes,2,3,Sometimes,no,2,no,3,1,no,Public_Transportation,Overweight_Level_II
Male,31,2,102,yes,yes,2,1,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,31,2,83,yes,yes,3,3,Sometimes,no,1,no,0,0,no,Automobile,Overweight_Level_II
Male,22,2,80,yes,yes,2,3,Sometimes,no,2,no,3,2,no,Public_Transportation,Overweight_Level_II
Female,31,2,66,yes,no,2,3,Sometimes,no,2,no,1,0,no,Public_Transportation,Overweight_Level_II
Male,35,2,90,yes,yes,2,2,Sometimes,no,2,no,0,0,Sometimes,Automobile,Overweight_Level_II
Female,21,2,67,yes,no,2,3,Sometimes,no,2,no,1,1,no,Public_Transportation,Overweight_Level_II
Male,19,2,87,yes,yes,2,3,Sometimes,no,3,no,3,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,20,2,65,yes,no,2,3,Sometimes,no,1,no,2,1,no,Public_Transportation,Overweight_Level_II
Male,23,2,90,yes,yes,1,2,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,23,2,80,yes,yes,2,3,Sometimes,no,2,no,0,2,no,Public_Transportation,Overweight_Level_II
Male,24,2,86,yes,yes,2,3,Sometimes,no,3,no,0,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,24,2,80,yes,yes,2,3,Sometimes,no,2,no,0,0,no,Public_Transportation,Overweight_Level_II
Male,29,2,88,yes,yes,2,2,Sometimes,no,2,no,0,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,25,2,83,yes,yes,3,3,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,29,2,78,yes,yes,3,3,Sometimes,no,2,no,2,1,Frequently,Automobile,Overweight_Level_II
Male,17,2,83,yes,no,2,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,19,2,78,yes,no,3,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,24,2,96,yes,yes,1,2,Sometimes,no,2,no,1,2,Sometimes,Public_Transportation,Overweight_Level_II
Male,23,2,90,yes,yes,2,3,Sometimes,no,1,no,0,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,29,2,78,yes,yes,3,3,Sometimes,no,2,no,1,1,Frequently,Automobile,Overweight_Level_II
Male,34,2,84,yes,yes,2,3,Sometimes,no,3,no,2,0,no,Automobile,Overweight_Level_II
Female,28,2,78,yes,yes,3,2,Sometimes,no,2,no,1,0,Frequently,Automobile,Overweight_Level_II
Male,55,2,81,yes,yes,2,3,Sometimes,no,2,no,1,0,no,Automobile,Overweight_Level_II
Male,35,2,85,yes,yes,3,3,Sometimes,no,3,no,2,1,no,Automobile,Overweight_Level_II
Male,21,2,80,yes,yes,2,3,Sometimes,no,2,no,2,1,no,Public_Transportation,Overweight_Level_II
Female,38,2,77,yes,yes,2,3,Sometimes,no,1,no,0,0,no,Automobile,Overweight_Level_II
Male,22,2,82,yes,yes,2,1,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,21,1,60,yes,no,2,1,Sometimes,no,1,no,0,1,no,Public_Transportation,Overweight_Level_II
Female,25,2,64,yes,no,2,1,Sometimes,no,2,no,0,0,no,Public_Transportation,Overweight_Level_II
Male,23,2,82,yes,yes,2,2,Sometimes,no,1,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,39,2,79,yes,yes,3,3,Sometimes,no,3,no,0,0,no,Automobile,Overweight_Level_II
Female,34,2,77,yes,yes,3,1,Sometimes,no,2,no,1,1,no,Automobile,Overweight_Level_II
Male,33,2,97,yes,yes,2,2,Sometimes,no,3,no,1,0,Sometimes,Automobile,Overweight_Level_II
Female,20,2,75,yes,no,3,2,Sometimes,no,3,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,19,2,78,yes,no,1,2,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,46,2,89,yes,yes,2,3,Sometimes,no,2,no,1,0,no,Automobile,Overweight_Level_II
Male,18,2,84,yes,no,2,3,Sometimes,no,3,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,19,2,80,yes,no,3,2,Sometimes,no,1,no,0,0,no,Public_Transportation,Overweight_Level_II
Female,38,2,79,yes,yes,3,3,Sometimes,no,3,no,0,0,no,Automobile,Overweight_Level_II
Male,23,2,97,yes,yes,2,3,Sometimes,no,2,no,2,2,Sometimes,Public_Transportation,Overweight_Level_II
Male,33,2,83,yes,yes,2,1,Sometimes,no,2,no,2,0,no,Automobile,Overweight_Level_II
Female,37,2,81,yes,yes,2,3,Sometimes,no,2,no,0,1,no,Automobile,Overweight_Level_II
Female,19,2,74,yes,no,3,3,Sometimes,no,2,no,3,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,37,2,92,yes,yes,2,2,Sometimes,no,3,no,1,0,Sometimes,Automobile,Overweight_Level_II
Male,25,2,84,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,18,2,80,yes,yes,2,3,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,27,2,98,yes,yes,3,1,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,18,2,87,yes,yes,3,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,33,2,85,yes,yes,2,3,Sometimes,no,2,no,1,0,no,Automobile,Overweight_Level_II
Male,18,2,86,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,30,2,93,yes,yes,2,3,Sometimes,no,2,no,0,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,25,2,89,yes,yes,2,1,Sometimes,no,2,no,0,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,18,2,72,yes,no,3,3,Sometimes,no,2,no,1,1,no,Public_Transportation,Overweight_Level_II
Female,35,2,79,yes,yes,2,3,Sometimes,no,1,no,1,2,no,Automobile,Overweight_Level_II
Male,24,2,85,yes,yes,3,3,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,39,2,86,yes,yes,3,1,Sometimes,no,2,no,1,1,no,Automobile,Overweight_Level_II
Male,21,2,90,yes,yes,2,1,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,23,2,90,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,21,2,80,yes,yes,2,3,Sometimes,no,2,no,3,1,no,Public_Transportation,Overweight_Level_II
Male,21,2,80,yes,yes,2,3,Sometimes,no,2,no,3,1,no,Public_Transportation,Overweight_Level_II
Male,33,2,100,yes,yes,2,2,Sometimes,no,2,no,1,0,Sometimes,Automobile,Overweight_Level_II
Male,33,2,83,yes,yes,2,3,Sometimes,no,2,no,0,0,no,Automobile,Overweight_Level_II
Male,30,2,83,yes,yes,2,3,Sometimes,no,2,no,1,0,no,Automobile,Overweight_Level_II
Male,21,2,80,yes,yes,2,3,Sometimes,no,2,no,2,1,no,Public_Transportation,Overweight_Level_II
Female,23,2,80,yes,yes,2,3,Sometimes,no,2,no,0,2,no,Public_Transportation,Overweight_Level_II
Female,24,2,65,yes,no,2,3,Sometimes,no,2,no,1,1,no,Public_Transportation,Overweight_Level_II
Male,37,2,83,yes,yes,3,1,Sometimes,no,2,no,1,1,no,Automobile,Overweight_Level_II
Male,34,2,92,yes,yes,2,3,Sometimes,no,1,no,1,1,Sometimes,Automobile,Overweight_Level_II
Female,21,2,65,yes,no,2,2,Sometimes,no,2,no,2,1,no,Public_Transportation,Overweight_Level_II
Female,22,1,63,yes,no,2,2,Sometimes,no,2,no,0,1,no,Public_Transportation,Overweight_Level_II
Male,20,2,88,yes,yes,2,3,Sometimes,no,3,no,2,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,19,2,70,yes,no,3,3,Sometimes,no,2,no,1,1,no,Public_Transportation,Overweight_Level_II
Female,21,2,67,yes,no,2,3,Sometimes,no,1,no,2,1,no,Public_Transportation,Overweight_Level_II
Male,22,2,90,yes,yes,2,3,Sometimes,no,1,no,0,2,Sometimes,Public_Transportation,Overweight_Level_II
Male,22,2,90,yes,yes,2,2,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,23,2,80,yes,yes,2,3,Sometimes,no,2,no,0,1,no,Public_Transportation,Overweight_Level_II
Male,23,2,81,yes,yes,2,2,Sometimes,no,1,no,1,2,no,Public_Transportation,Overweight_Level_II
Male,24,2,85,yes,yes,2,3,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,24,2,84,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,27,2,78,yes,yes,3,3,Sometimes,no,3,no,1,1,Frequently,Public_Transportation,Overweight_Level_II
Male,31,2,91,yes,yes,2,3,Sometimes,no,1,no,0,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,24,2,80,yes,yes,2,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,26,2,78,yes,yes,3,3,Sometimes,no,2,no,1,1,Frequently,Automobile,Overweight_Level_II
Male,18,2,83,yes,yes,2,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,19,2,77,yes,no,2,1,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,25,2,96,yes,yes,1,3,Sometimes,no,2,no,1,2,Sometimes,Public_Transportation,Overweight_Level_II
Male,23,2,91,yes,yes,2,2,Sometimes,no,2,no,0,2,Sometimes,Public_Transportation,Overweight_Level_II
Male,24,2,85,yes,yes,2,3,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,23,2,90,yes,yes,2,2,Sometimes,no,1,no,0,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,24,2,81,yes,yes,2,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,34,2,84,yes,yes,2,3,Sometimes,no,3,no,1,0,no,Automobile,Overweight_Level_II
Female,25,2,78,yes,yes,2,3,Sometimes,no,2,no,0,1,Frequently,Public_Transportation,Overweight_Level_II
Male,55,2,80,yes,yes,2,3,Sometimes,no,2,no,1,0,no,Automobile,Overweight_Level_II
Male,35,2,85,yes,yes,3,3,Sometimes,no,3,no,2,1,no,Automobile,Overweight_Level_II
Male,22,2,80,yes,yes,2,3,Sometimes,no,2,no,1,2,no,Public_Transportation,Overweight_Level_II
Male,18,2,80,yes,no,2,2,Sometimes,no,2,no,1,1,no,Public_Transportation,Overweight_Level_II
Female,42,2,80,yes,yes,3,3,Sometimes,no,1,no,0,1,no,Automobile,Overweight_Level_II
Male,21,2,80,yes,yes,2,3,Sometimes,no,2,no,3,1,no,Public_Transportation,Overweight_Level_II
Female,28,2,64,yes,no,2,1,Sometimes,no,1,no,0,0,no,Public_Transportation,Overweight_Level_II
Female,25,2,64,yes,no,2,1,Sometimes,no,2,no,1,0,no,Public_Transportation,Overweight_Level_II
Female,22,1,62,yes,no,2,1,Sometimes,no,2,no,0,1,no,Public_Transportation,Overweight_Level_II
Female,21,2,65,yes,no,2,3,Sometimes,no,2,no,1,1,no,Public_Transportation,Overweight_Level_II
Male,23,2,81,yes,yes,2,3,Sometimes,no,2,no,0,2,no,Public_Transportation,Overweight_Level_II
Male,23,2,82,yes,yes,2,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,38,2,78,yes,yes,3,3,Sometimes,no,2,no,0,0,no,Automobile,Overweight_Level_II
Female,38,2,79,yes,yes,3,3,Sometimes,no,2,no,0,1,no,Automobile,Overweight_Level_II
Female,34,2,77,yes,yes,3,2,Sometimes,no,2,no,1,1,no,Automobile,Overweight_Level_II
Female,34,2,80,yes,yes,2,2,Sometimes,no,2,no,0,1,no,Automobile,Overweight_Level_II
Male,32,2,98,yes,yes,2,2,Sometimes,no,3,no,1,0,Sometimes,Automobile,Overweight_Level_II
Male,33,2,97,yes,yes,2,2,Sometimes,no,3,no,1,0,Sometimes,Automobile,Overweight_Level_II
Female,19,2,72,yes,no,3,3,Sometimes,no,2,no,2,1,no,Public_Transportation,Overweight_Level_II
Female,20,2,73,yes,no,3,4,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,20,2,78,yes,no,2,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,48,2,85,yes,yes,3,3,Sometimes,no,1,no,0,0,no,Automobile,Overweight_Level_II
Male,18,2,85,yes,no,2,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,18,2,85,yes,yes,3,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,20,2,81,yes,yes,2,2,Sometimes,no,2,no,2,1,no,Public_Transportation,Overweight_Level_II
Female,34,2,77,yes,yes,3,2,Sometimes,no,2,no,2,0,no,Automobile,Overweight_Level_II
Male,17,2,95,yes,yes,2,3,Sometimes,no,3,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,33,2,83,yes,yes,2,1,Sometimes,no,2,no,3,0,no,Automobile,Overweight_Level_II
Male,35,2,85,yes,yes,3,3,Sometimes,no,3,no,3,1,no,Automobile,Overweight_Level_II
Male,36,2,83,yes,yes,2,1,Sometimes,no,2,no,1,0,no,Automobile,Overweight_Level_II
Female,19,2,74,yes,no,3,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,19,2,73,yes,no,3,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,32,2,91,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Automobile,Overweight_Level_II
Male,23,2,82,yes,yes,3,3,Sometimes,no,3,no,2,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,20,2,80,yes,no,2,3,Sometimes,no,2,no,1,1,no,Public_Transportation,Overweight_Level_II
Male,20,2,78,yes,no,2,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,30,2,94,yes,yes,2,3,Sometimes,no,1,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,27,2,99,yes,yes,3,1,Sometimes,no,1,no,2,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,21,2,82,yes,yes,2,2,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,33,2,84,yes,yes,2,2,Sometimes,no,2,no,1,0,no,Automobile,Overweight_Level_II
Male,18,2,86,yes,yes,3,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,32,2,88,yes,yes,2,2,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,32,2,99,yes,yes,2,3,Sometimes,no,3,no,1,1,Sometimes,Automobile,Overweight_Level_II
Male,24,2,89,yes,yes,2,2,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,24,2,85,yes,yes,2,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,19,2,70,yes,no,3,3,Sometimes,no,1,no,1,1,no,Public_Transportation,Overweight_Level_II
Female,35,2,80,yes,yes,2,3,Sometimes,no,2,no,0,2,no,Automobile,Overweight_Level_II
Female,34,2,77,yes,yes,3,2,Sometimes,no,2,no,1,1,no,Automobile,Overweight_Level_II
Male,24,2,83,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,40,2,86,yes,yes,2,1,Sometimes,no,2,no,1,0,no,Automobile,Overweight_Level_II
Female,46,2,80,yes,yes,2,3,Sometimes,no,1,no,1,0,no,Automobile,Overweight_Level_II
Male,26,2,105,yes,yes,3,3,Sometimes,no,2,no,2,2,Sometimes,Public_Transportation,Obesity_Type_I
Male,26,2,106,yes,yes,3,3,Sometimes,no,3,no,2,2,Sometimes,Public_Transportation,Obesity_Type_I
Male,31,2,103,yes,yes,2,3,Sometimes,no,2,no,2,0,Sometimes,Automobile,Obesity_Type_I
Male,40,2,102,yes,yes,2,2,Sometimes,no,3,no,3,1,Sometimes,Automobile,Obesity_Type_I
Female,31,2,78,yes,yes,2,2,Sometimes,no,2,no,0,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,26,2,80,yes,yes,2,1,Sometimes,no,2,no,0,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,44,2,82,yes,yes,3,1,Sometimes,no,2,no,1,0,no,Automobile,Obesity_Type_I
Female,42,2,82,yes,yes,2,3,Sometimes,no,2,no,0,0,no,Automobile,Obesity_Type_I
Female,23,2,82,yes,yes,1,1,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Obesity_Type_I
Female,23,2,83,yes,yes,3,1,Sometimes,no,3,no,0,2,Sometimes,Public_Transportation,Obesity_Type_I
Male,24,2,98,yes,yes,2,3,Sometimes,no,3,no,1,1,no,Public_Transportation,Obesity_Type_I
Male,21,2,88,yes,yes,2,1,Sometimes,no,3,no,1,1,no,Public_Transportation,Obesity_Type_I
Female,23,2,87,yes,yes,3,1,Sometimes,no,3,no,0,1,no,Public_Transportation,Obesity_Type_I
Female,23,2,84,yes,yes,2,3,Sometimes,no,3,no,2,0,no,Public_Transportation,Obesity_Type_I
Female,37,2,77,yes,yes,2,3,Sometimes,no,2,no,0,0,Sometimes,Automobile,Obesity_Type_I
Male,23,2,95,yes,yes,2,3,Sometimes,no,2,no,3,1,no,Public_Transportation,Obesity_Type_I
Male,23,2,98,yes,yes,2,3,Sometimes,no,3,no,3,2,no,Public_Transportation,Obesity_Type_I
Female,22,2,87,yes,yes,3,1,Sometimes,no,3,no,1,2,no,Public_Transportation,Obesity_Type_I
Female,18,2,82,yes,yes,3,3,Sometimes,no,1,no,1,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,26,2,108,yes,yes,3,3,Sometimes,no,2,no,2,0,Sometimes,Automobile,Obesity_Type_I
Female,41,2,78,yes,yes,2,3,Sometimes,no,1,no,0,0,Sometimes,Automobile,Obesity_Type_I
Male,23,2,91,yes,yes,2,3,Sometimes,no,2,no,1,1,no,Public_Transportation,Obesity_Type_I
Female,38,2,80,yes,yes,3,1,Sometimes,no,1,no,2,0,Sometimes,Automobile,Obesity_Type_I
Male,31,2,90,yes,yes,2,2,Sometimes,no,2,no,2,0,Sometimes,Automobile,Obesity_Type_I
Male,23,2,94,yes,yes,2,3,Sometimes,no,2,no,0,0,no,Public_Transportation,Obesity_Type_I
Male,40,2,98,yes,yes,2,3,Sometimes,no,3,no,2,1,Sometimes,Automobile,Obesity_Type_I
Male,23,2,95,yes,yes,2,3,Sometimes,no,3,no,3,2,no,Public_Transportation,Obesity_Type_I
Male,22,2,99,yes,yes,2,3,Sometimes,no,2,no,3,2,no,Public_Transportation,Obesity_Type_I
Male,35,2,101,yes,yes,2,1,Sometimes,no,3,no,2,0,Frequently,Automobile,Obesity_Type_I
Female,22,2,82,yes,yes,1,3,Sometimes,no,2,no,2,1,no,Public_Transportation,Obesity_Type_I
Female,23,2,83,yes,yes,2,3,Sometimes,no,2,no,2,0,no,Public_Transportation,Obesity_Type_I
Female,23,2,83,yes,yes,3,1,Sometimes,no,3,no,0,2,no,Public_Transportation,Obesity_Type_I
Female,41,2,80,yes,yes,2,1,Sometimes,no,1,no,2,0,Sometimes,Automobile,Obesity_Type_I
Female,39,2,80,yes,yes,2,3,Sometimes,no,1,no,0,0,Sometimes,Automobile,Obesity_Type_I
Male,26,2,90,yes,yes,2,3,Sometimes,no,3,no,1,1,Sometimes,Automobile,Obesity_Type_I
Female,24,2,78,yes,yes,2,1,Sometimes,no,2,no,1,0,no,Public_Transportation,Obesity_Type_I
Male,21,2,103,yes,yes,2,3,Sometimes,no,2,no,1,0,no,Public_Transportation,Obesity_Type_I
Male,22,2,97,yes,yes,2,3,Sometimes,no,3,no,2,1,no,Public_Transportation,Obesity_Type_I
Female,23,2,81,yes,yes,2,1,Sometimes,no,2,no,0,0,no,Public_Transportation,Obesity_Type_I
Male,21,2,106,yes,yes,2,3,Sometimes,no,1,no,0,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,18,2,115,yes,yes,2,2,Sometimes,no,2,no,1,2,Sometimes,Public_Transportation,Obesity_Type_I
Female,18,2,90,yes,yes,2,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_I
Female,18,2,93,yes,yes,2,3,Sometimes,no,1,no,1,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,23,2,105,yes,yes,2,3,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,23,2,106,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,21,2,103,yes,yes,2,3,Sometimes,no,2,no,0,0,no,Public_Transportation,Obesity_Type_I
Male,22,2,106,yes,yes,2,3,Sometimes,no,3,no,0,1,no,Public_Transportation,Obesity_Type_I
Male,18,2,109,yes,yes,2,1,Sometimes,no,2,no,1,2,no,Public_Transportation,Obesity_Type_I
Male,18,2,109,yes,yes,2,1,Sometimes,no,2,no,1,1,no,Public_Transportation,Obesity_Type_I
Female,19,2,82,yes,yes,1,3,Sometimes,no,1,no,0,2,Sometimes,Public_Transportation,Obesity_Type_I
Female,23,2,82,yes,yes,3,1,Sometimes,no,2,no,0,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,22,2,105,yes,yes,2,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,21,2,119,yes,yes,2,3,Sometimes,no,3,no,1,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,22,2,117,yes,yes,2,3,Sometimes,no,3,no,1,1,Sometimes,Public_Transportation,Obesity_Type_I
Female,38,2,80,yes,yes,2,2,Sometimes,no,2,no,2,0,Sometimes,Automobile,Obesity_Type_I
Female,38,2,75,yes,yes,2,3,Sometimes,no,2,no,2,0,Sometimes,Automobile,Obesity_Type_I
Male,18,2,97,yes,yes,2,3,Sometimes,no,2,no,0,0,no,Public_Transportation,Obesity_Type_I
Female,38,2,76,yes,yes,2,3,Sometimes,no,2,no,0,0,Sometimes,Automobile,Obesity_Type_I
Female,44,2,76,yes,yes,2,3,Sometimes,no,2,no,0,0,Sometimes,Automobile,Obesity_Type_I
Male,18,2,108,yes,yes,2,2,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,18,2,108,yes,yes,2,2,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,30,2,109,yes,yes,2,3,Sometimes,no,2,no,1,2,Sometimes,Automobile,Obesity_Type_I
Female,18,2,86,yes,yes,3,3,Sometimes,no,2,no,1,0,no,Public_Transportation,Obesity_Type_I
Male,25,2,91,yes,yes,1,3,Sometimes,no,1,no,0,0,Sometimes,Automobile,Obesity_Type_I
Male,29,2,90,yes,yes,2,3,Sometimes,no,2,no,0,0,Sometimes,Automobile,Obesity_Type_I
Female,18,2,84,yes,yes,2,3,Sometimes,no,1,no,1,0,no,Public_Transportation,Obesity_Type_I
Male,21,2,96,yes,yes,2,3,Sometimes,no,2,no,0,2,no,Public_Transportation,Obesity_Type_I
Male,19,2,99,yes,yes,2,2,Sometimes,no,2,no,0,2,no,Public_Transportation,Obesity_Type_I
Female,18,2,82,yes,yes,3,3,Sometimes,no,1,no,0,1,no,Public_Transportation,Obesity_Type_I
